episodeid	eventId	year	monthname	beginyearmonth	beginday	begintime	begindatetime	endyearmonth	endday	endtime	enddatetime	eventtype	eventcat	state	county	totalinjuries	totaldeaths	totaldamage	magnitude	magnitudetype	category	fscale
1188507	5446126	2005	April	200504	30	315	4/30/05 3:15	200504	30	342	4/30/05 3:42	Thunderstorm Wind	Wind	ALABAMA	ETOWAH	0	0	2000	55	EG		
1188527	5446344	2005	April	200504	30	531	4/30/05 5:31	200504	30	557	4/30/05 5:57	Thunderstorm Wind	Wind	ALABAMA	DALLAS	0	0	5000	55	EG		
1188503	5446122	2005	April	200504	30	240	4/30/05 2:40	200504	30	311	4/30/05 3:11	Thunderstorm Wind	Wind	ALABAMA	BLOUNT	0	0	2000	55	EG		
1188501	5446120	2005	April	200504	30	225	4/30/05 2:25	200504	30	225	4/30/05 2:25	Thunderstorm Wind	Wind	ALABAMA	WALKER	1	0	3000	52	EG		
1188502	5446121	2005	April	200504	30	228	4/30/05 2:28	200504	30	244	4/30/05 2:44	Thunderstorm Wind	Wind	ALABAMA	FAYETTE	0	0	1000	52	EG		
1187230	5443319	2005	April	200504	7	1715	4/7/05 17:15	200504	7	1715	4/7/05 17:15	Thunderstorm Wind	Wind	FLORIDA	SEMINOLE	0	0	15000	70	EG		
1188838	5445914	2005	April	200504	2	1700	4/2/05 17:00	200504	2	1700	4/2/05 17:00	Thunderstorm Wind	Wind	NORTH CAROLINA	PERQUIMANS	0	1	0	50	EG		
1188538	5446510	2005	April	200504	30	653	4/30/05 6:53	200504	30	654	4/30/05 6:54	Thunderstorm Wind	Wind	ALABAMA	BULLOCK	0	0	2000	55	EG		
1188528	5446417	2005	April	200504	30	548	4/30/05 5:48	200504	30	553	4/30/05 5:53	Thunderstorm Wind	Wind	ALABAMA	LOWNDES	4	0	10000	60	EG		
1188534	5446506	2005	April	200504	30	607	4/30/05 6:07	200504	30	642	4/30/05 6:42	Thunderstorm Wind	Wind	ALABAMA	MONTGOMERY	0	0	4000	55	EG		
1188530	5446419	2005	April	200504	30	553	4/30/05 5:53	200504	30	605	4/30/05 6:05	Thunderstorm Wind	Wind	ALABAMA	LOWNDES	0	0	2000	55	EG		
1189001	5446996	2005	April	200504	11	1625	4/11/05 16:25	200504	11	1625	4/11/05 16:25	Thunderstorm Wind	Wind	MISSISSIPPI	HINDS	0	1	0	50	EG		
1188516	5446242	2005	April	200504	30	356	4/30/05 3:56	200504	30	431	4/30/05 4:31	Thunderstorm Wind	Wind	ALABAMA	SHELBY	0	0	10000	55	EG		
1188514	5446240	2005	April	200504	30	354	4/30/05 3:54	200504	30	454	4/30/05 4:54	Thunderstorm Wind	Wind	ALABAMA	TALLADEGA	0	0	2000	52	EG		
1188499	5446057	2005	April	200504	30	209	4/30/05 2:09	200504	30	227	4/30/05 2:27	Thunderstorm Wind	Wind	ALABAMA	LAMAR	0	0	1000	52	EG		
1188185	5448071	2005	April	200504	7	1750	4/7/05 17:50	200504	7	1755	4/7/05 17:55	Thunderstorm Wind	Wind	FLORIDA	SARASOTA	5	0	0	50	EG		
1187848	5447476	2005	April	200504	10	550	4/10/05 5:50	200504	10	550	4/10/05 5:50	Thunderstorm Wind	Wind	SOUTH DAKOTA	MCCOOK	1	0	0	61	EG		
1188390	5448014	2005	April	200504	21	1432	4/21/05 14:32	200504	21	1432	4/21/05 14:32	Thunderstorm Wind	Wind	ALABAMA	AUTAUGA	0	0	1000	51	EG		
1188393	5448017	2005	April	200504	21	1510	4/21/05 15:10	200504	21	1510	4/21/05 15:10	Thunderstorm Wind	Wind	ALABAMA	MONTGOMERY	0	0	1000	52	EG		
1188364	5448557	2005	April	200504	1	1629	4/1/05 16:29	200504	1	1629	4/1/05 16:29	Thunderstorm Wind	Wind	ALABAMA	AUTAUGA	0	0	35000	70	EG		
1188023	5448597	2005	April	200504	5	2035	4/5/05 20:35	200504	5	2035	4/5/05 20:35	Thunderstorm Wind	Wind	MISSOURI	BARRY	0	0	1000	65	EG		
1189006	5451146	2005	April	200504	22	1710	4/22/05 17:10	200504	22	1711	4/22/05 17:11	Thunderstorm Wind	Wind	MISSISSIPPI	SMITH	0	0	33000	70	EG		
1188999	5451472	2005	April	200504	6	1345	4/6/05 13:45	200504	6	1345	4/6/05 13:45	Thunderstorm Wind	Wind	MISSISSIPPI	LINCOLN	1	0	0	70	EG		
1219533	5528154	2005	August	200508	28	0	8/28/05 0:00	200608	13	2359	8/13/06 23:59	Drought	Drought	TEXAS	HARTLEY	0	0	1001000				
1219533	5528155	2005	August	200508	28	0	8/28/05 0:00	200608	13	2359	8/13/06 23:59	Drought	Drought	TEXAS	HEMPHILL	0	0	1001000				
1219533	5528156	2005	August	200508	28	0	8/28/05 0:00	200608	13	2359	8/13/06 23:59	Drought	Drought	TEXAS	HUTCHINSON	0	0	1001000				
1219533	5528157	2005	August	200508	28	0	8/28/05 0:00	200608	13	2359	8/13/06 23:59	Drought	Drought	TEXAS	LIPSCOMB	0	0	1001000				
1219533	5528158	2005	August	200508	28	0	8/28/05 0:00	200608	13	2359	8/13/06 23:59	Drought	Drought	TEXAS	MOORE	0	0	1001000				
1219533	5528159	2005	August	200508	28	0	8/28/05 0:00	200608	13	2359	8/13/06 23:59	Drought	Drought	TEXAS	OCHILTREE	0	0	1001000				
1219533	5528160	2005	August	200508	28	0	8/28/05 0:00	200608	13	2359	8/13/06 23:59	Drought	Drought	TEXAS	OLDHAM	0	0	1001000				
1219533	5528162	2005	August	200508	28	0	8/28/05 0:00	200608	13	2359	8/13/06 23:59	Drought	Drought	TEXAS	RANDALL	0	0	1001000				
1219533	5528148	2005	August	200508	28	0	8/28/05 0:00	200608	13	2359	8/13/06 23:59	Drought	Drought	TEXAS	COLLINGSWORTH	0	0	1001000				
1219533	5528149	2005	August	200508	28	0	8/28/05 0:00	200608	13	2359	8/13/06 23:59	Drought	Drought	TEXAS	DALLAM	0	0	1001000				
1219533	5528150	2005	August	200508	28	0	8/28/05 0:00	200608	13	2359	8/13/06 23:59	Drought	Drought	TEXAS	DEAF SMITH	0	0	1001000				
1219533	5528151	2005	August	200508	28	0	8/28/05 0:00	200608	13	2359	8/13/06 23:59	Drought	Drought	TEXAS	DONLEY	0	0	1001000				
1219533	5528152	2005	August	200508	28	0	8/28/05 0:00	200608	13	2359	8/13/06 23:59	Drought	Drought	TEXAS	GRAY	0	0	1001000				
1219533	5528153	2005	August	200508	28	0	8/28/05 0:00	200608	13	2359	8/13/06 23:59	Drought	Drought	TEXAS	HANSFORD	0	0	1001000				
1219533	5528230	2005	August	200508	28	0	8/28/05 0:00	200608	13	2359	8/13/06 23:59	Drought	Drought	TEXAS	ROBERTS	0	0	1001000				
1219533	5528231	2005	August	200508	28	0	8/28/05 0:00	200608	13	2359	8/13/06 23:59	Drought	Drought	TEXAS	SHERMAN	0	0	1001000				
1219533	5528232	2005	August	200508	28	0	8/28/05 0:00	200608	13	2359	8/13/06 23:59	Drought	Drought	TEXAS	WHEELER	0	0	1001000				
1219534	5528233	2005	August	200508	28	0	8/28/05 0:00	200608	13	2359	8/13/06 23:59	Drought	Drought	OKLAHOMA	BEAVER	0	0	1001000				
1219534	5528234	2005	August	200508	28	0	8/28/05 0:00	200608	13	2359	8/13/06 23:59	Drought	Drought	OKLAHOMA	CIMARRON	0	0	1001000				
1219534	5528235	2005	August	200508	28	0	8/28/05 0:00	200608	13	2359	8/13/06 23:59	Drought	Drought	OKLAHOMA	TEXAS	0	0	1001000				
1219533	5528146	2005	August	200508	28	0	8/28/05 0:00	200608	13	2359	8/13/06 23:59	Drought	Drought	TEXAS	ARMSTRONG	0	0	1001000				
1219533	5528147	2005	August	200508	28	0	8/28/05 0:00	200608	13	2359	8/13/06 23:59	Drought	Drought	TEXAS	CARSON	0	0	1001000				
1219533	5528161	2005	August	200508	28	0	8/28/05 0:00	200608	13	2359	8/13/06 23:59	Drought	Drought	TEXAS	POTTER	0	0	1001000				
1197326	5469644	2005	August	200508	14	1155	8/14/05 11:55	200508	14	1700	8/14/05 17:00	Flash Flood	Flood	TEXAS	MIDLAND	0	0	10000				
1197011	5469004	2005	August	200508	2	1930	8/2/05 19:30	200508	2	2045	8/2/05 20:45	Flash Flood	Flood	ARIZONA	PIMA	0	1	0				
1197326	5469647	2005	August	200508	15	545	8/15/05 5:45	200508	15	1300	8/15/05 13:00	Flash Flood	Flood	TEXAS	MIDLAND	0	0	4000				
1197325	5469415	2005	August	200508	13	1630	8/13/05 16:30	200508	13	1930	8/13/05 19:30	Flash Flood	Flood	NEW MEXICO	LEA	0	0	6000				
1197337	5472499	2005	August	200508	20	2202	8/20/05 22:02	200508	21	0	8/21/05 0:00	Flash Flood	Flood	NEW MEXICO	EDDY	0	0	1000				
1196882	5469063	2005	August	200508	19	640	8/19/05 6:40	200508	19	1143	8/19/05 11:43	Flash Flood	Flood	KENTUCKY	PIKE	0	0	1000				
1198145	5471946	2005	August	200508	22	1900	8/22/05 19:00	200508	22	2100	8/22/05 21:00	Flash Flood	Flood	KANSAS	MITCHELL	0	0	1000				
1196751	5470973	2005	August	200508	19	720	8/19/05 7:20	200508	19	900	8/19/05 9:00	Flash Flood	Flood	WEST VIRGINIA	MINGO	1	0	0				
1198041	5471343	2005	August	200508	10	745	8/10/05 7:45	200508	10	1000	8/10/05 10:00	Flash Flood	Flood	TEXAS	CORYELL	0	1	0				
1198538	5476264	2005	August	200508	25	400	8/25/05 4:00	200508	25	1300	8/25/05 13:00	Flash Flood	Flood	KANSAS	WILSON	0	0	11000				
1197334	5473814	2005	August	200508	14	1735	8/14/05 17:35	200508	14	2000	8/14/05 20:00	Flash Flood	Flood	NEW MEXICO	LEA	0	0	2000				
1197728	5473625	2005	August	200508	9	1700	8/9/05 17:00	200508	9	1830	8/9/05 18:30	Flash Flood	Flood	ARIZONA	MARICOPA	0	2	0				
1197326	5469101	2005	August	200508	14	827	8/14/05 8:27	200508	14	1400	8/14/05 14:00	Flash Flood	Flood	TEXAS	SCURRY	0	0	2000				
1197033	5469141	2005	August	200508	14	1000	8/14/05 10:00	200508	14	1145	8/14/05 11:45	Flash Flood	Flood	ARIZONA	PIMA	0	1	0				
1197088	5469613	2005	August	200508	12	1700	8/12/05 17:00	200508	12	2000	8/12/05 20:00	Flash Flood	Flood	WYOMING	WESTON	0	0	10000				
1198041	5471344	2005	August	200508	10	725	8/10/05 7:25	200508	10	725	8/10/05 7:25	Flood	Flood	TEXAS	COMANCHE	0	2	0				
1197577	5472600	2005	August	200508	29	630	8/29/05 6:30	200508	30	1700	8/30/05 17:00	Flood	Flood	KENTUCKY	CHRISTIAN	0	1	0				
1196940	5469246	2005	August	200508	19	1100	8/19/05 11:00	200508	19	2000	8/19/05 20:00	Heat	Heat	ILLINOIS	MCLEAN	0	1	0				
1197692	5473395	2005	August	200508	11	900	8/11/05 9:00	200508	14	2000	8/14/05 20:00	Heat	Heat	PENNSYLVANIA	PHILADELPHIA	0	2	0				
1197688	5473324	2005	August	200508	2	900	8/2/05 9:00	200508	5	2000	8/5/05 20:00	Heat	Heat	PENNSYLVANIA	PHILADELPHIA	0	4	0				
1197688	5473322	2005	August	200508	2	900	8/2/05 9:00	200508	5	2000	8/5/05 20:00	Heat	Heat	PENNSYLVANIA	MONTGOMERY	0	1	0				
1198572	5475708	2005	August	200508	8	1545	8/8/05 15:45	200508	8	1545	8/8/05 15:45	Heat	Heat	ILLINOIS	COOK	0	1	0				
1198106	5471763	2005	August	200508	4	1200	8/4/05 12:00	200508	4	2100	8/4/05 21:00	Heat	Heat	MISSOURI	JACKSON	0	1	0				
1198342	5471100	2005	August	200508	11	2025	8/11/05 20:25	200508	11	2025	8/11/05 20:25	Hail	Ice / Sleet / Hail	IOWA	CEDAR	0	0	5000	2.75			
1198139	5471927	2005	August	200508	10	1630	8/10/05 16:30	200508	10	1630	8/10/05 16:30	Hail	Ice / Sleet / Hail	NEBRASKA	POLK	0	0	3000	1			
1197838	5472920	2005	August	200508	9	1353	8/9/05 13:53	200508	9	1353	8/9/05 13:53	Hail	Ice / Sleet / Hail	WISCONSIN	TAYLOR	0	0	4000	1			
1198137	5471919	2005	August	200508	3	1815	8/3/05 18:15	200508	3	1815	8/3/05 18:15	Hail	Ice / Sleet / Hail	NEBRASKA	VALLEY	0	0	1005000	1			
1198137	5471921	2005	August	200508	3	1853	8/3/05 18:53	200508	3	1853	8/3/05 18:53	Hail	Ice / Sleet / Hail	NEBRASKA	VALLEY	0	0	2010000	2.25			
1197089	5469616	2005	August	200508	12	1825	8/12/05 18:25	200508	12	1825	8/12/05 18:25	Hail	Ice / Sleet / Hail	SOUTH DAKOTA	FALL RIVER	0	0	10000	1.75			
1197271	5469580	2005	August	200508	14	400	8/14/05 4:00	200508	14	400	8/14/05 4:00	Lightning	Lightning	INDIANA	DELAWARE	1	0	0				
1196978	5469724	2005	August	200508	13	1520	8/13/05 15:20	200508	13	1520	8/13/05 15:20	Lightning	Lightning	PENNSYLVANIA	ELK	15	0	0				
1196979	5469725	2005	August	200508	13	1755	8/13/05 17:55	200508	13	1755	8/13/05 17:55	Lightning	Lightning	PENNSYLVANIA	TIOGA	1	0	0				
1196975	5469721	2005	August	200508	7	1730	8/7/05 17:30	200508	7	1730	8/7/05 17:30	Lightning	Lightning	PENNSYLVANIA	CAMBRIA	4	1	0				
1197677	5473253	2005	August	200508	14	2240	8/14/05 22:40	200508	14	2240	8/14/05 22:40	Lightning	Lightning	PENNSYLVANIA	MONTGOMERY	0	0	50000				
1197676	5473252	2005	August	200508	14	1822	8/14/05 18:22	200508	14	1822	8/14/05 18:22	Lightning	Lightning	PENNSYLVANIA	MONTGOMERY	0	0	7000				
1197929	5471512	2005	August	200508	27	1424	8/27/05 14:24	200508	27	1424	8/27/05 14:24	Lightning	Lightning	COLORADO	DOUGLAS	0	0	1000				
1197679	5473255	2005	August	200508	14	1830	8/14/05 18:30	200508	14	1830	8/14/05 18:30	Lightning	Lightning	PENNSYLVANIA	CARBON	4	0	0				
1197680	5473256	2005	August	200508	14	2220	8/14/05 22:20	200508	14	2220	8/14/05 22:20	Lightning	Lightning	PENNSYLVANIA	BUCKS	0	0	2000				
1197681	5473257	2005	August	200508	14	1945	8/14/05 19:45	200508	14	1945	8/14/05 19:45	Lightning	Lightning	NEW JERSEY	SUSSEX	1	0	0				
1197682	5473258	2005	August	200508	14	2030	8/14/05 20:30	200508	14	2030	8/14/05 20:30	Lightning	Lightning	NEW JERSEY	MORRIS	0	0	2000				
1198100	5471750	2005	August	200508	18	221	8/18/05 2:21	200508	18	221	8/18/05 2:21	Lightning	Lightning	MISSOURI	JACKSON	1	0	0				
1196822	5470263	2005	August	200508	16	2030	8/16/05 20:30	200508	16	2035	8/16/05 20:35	Lightning	Lightning	TENNESSEE	UNICOI	1	0	0				
1197241	5468751	2005	August	200508	14	1058	8/14/05 10:58	200508	14	1058	8/14/05 10:58	Lightning	Lightning	NORTH CAROLINA	NEW HANOVER	7	0	0				
1197229	5469700	2005	August	200508	13	1045	8/13/05 10:45	200508	13	1046	8/13/05 10:46	Lightning	Lightning	ALABAMA	JACKSON	1	0	0				
1196425	5470149	2005	August	200508	4	1630	8/4/05 16:30	200508	4	1630	8/4/05 16:30	Lightning	Lightning	FLORIDA	PALM BEACH	1	0	0				
1196428	5470152	2005	August	200508	29	1400	8/29/05 14:00	200508	29	1400	8/29/05 14:00	Lightning	Lightning	FLORIDA	BROWARD	1	0	0				
1198561	5475547	2005	August	200508	15	930	8/15/05 9:30	200508	15	930	8/15/05 9:30	Lightning	Lightning	MISSISSIPPI	HANCOCK	0	1	0				
1197506	5473657	2005	August	200508	13	1112	8/13/05 11:12	200508	13	1112	8/13/05 11:12	Lightning	Lightning	TENNESSEE	FENTRESS	1	1	0				
1197447	5473445	2005	August	200508	9	1502	8/9/05 15:02	200508	9	1502	8/9/05 15:02	Lightning	Lightning	WISCONSIN	EAU CLAIRE	1	0	0				
1197525	5472752	2005	August	200508	14	1738	8/14/05 17:38	200508	14	1738	8/14/05 17:38	Lightning	Lightning	NEW JERSEY	BERGEN	1	0	0				
1197525	5472753	2005	August	200508	14	1826	8/14/05 18:26	200508	14	1826	8/14/05 18:26	Lightning	Lightning	NEW JERSEY	ESSEX	1	0	0				
1197774	5473482	2005	August	200508	20	1445	8/20/05 14:45	200508	20	1445	8/20/05 14:45	Lightning	Lightning	OKLAHOMA	SEQUOYAH	2	0	0				
1197672	5473248	2005	August	200508	8	540	8/8/05 5:40	200508	8	540	8/8/05 5:40	Lightning	Lightning	NEW JERSEY	BURLINGTON	0	0	5000				
1197673	5473249	2005	August	200508	8	1120	8/8/05 11:20	200508	8	1120	8/8/05 11:20	Lightning	Lightning	PENNSYLVANIA	LEHIGH	0	0	1000				
1197675	5473251	2005	August	200508	14	2300	8/14/05 23:00	200508	14	2300	8/14/05 23:00	Lightning	Lightning	PENNSYLVANIA	DELAWARE	0	0	2000				
1197442	5473199	2005	August	200508	9	1315	8/9/05 13:15	200508	9	1415	8/9/05 14:15	Lightning	Lightning	MINNESOTA	HENNEPIN	1	0	0				
1197684	5473260	2005	August	200508	14	2240	8/14/05 22:40	200508	14	2240	8/14/05 22:40	Lightning	Lightning	PENNSYLVANIA	MONTGOMERY	0	0	13000				
1198047	5471419	2005	August	200508	28	1122	8/28/05 11:22	200508	28	1122	8/28/05 11:22	Lightning	Lightning	TEXAS	KAUFMAN	1	0	0				
1196605	5470022	2005	August	200508	22	1230	8/22/05 12:30	200508	22	1230	8/22/05 12:30	Lightning	Lightning	FLORIDA	PINELLAS	1	0	0				
1196606	5470023	2005	August	200508	4	1847	8/4/05 18:47	200508	4	1847	8/4/05 18:47	Lightning	Lightning	FLORIDA	POLK	1	0	0				
1196603	5470020	2005	August	200508	18	1430	8/18/05 14:30	200508	18	1430	8/18/05 14:30	Lightning	Lightning	FLORIDA	LEE	1	2	0				
1194377	5465419	2005	August	200508	22	1417	8/22/05 14:17	200508	22	1417	8/22/05 14:17	Lightning	Lightning	SOUTH CAROLINA	BARNWELL	1	0	0				
1196871	5468895	2005	August	200508	2	2200	8/2/05 22:00	200508	2	2200	8/2/05 22:00	Lightning	Lightning	UTAH	DUCHESNE	0	1	0				
1198375	5471896	2005	August	200508	6	1930	8/6/05 19:30	200508	6	1930	8/6/05 19:30	Lightning	Lightning	VIRGINIA	ROCKBRIDGE	1	0	0				
1197291	5469797	2005	August	200508	7	1418	8/7/05 14:18	200508	7	1418	8/7/05 14:18	Lightning	Lightning	KENTUCKY	SHELBY	0	1	0				
1198141	5471936	2005	August	200508	21	2332	8/21/05 23:32	200508	21	2332	8/21/05 23:32	Lightning	Lightning	NEBRASKA	FURNAS	0	0	20000				
1196424	5470107	2005	August	200508	3	1440	8/3/05 14:40	200508	3	1440	8/3/05 14:40	Lightning	Lightning	FLORIDA	BROWARD	1	0	0				
1197266	5469571	2005	August	200508	11	1630	8/11/05 16:30	200508	11	1630	8/11/05 16:30	Lightning	Lightning	INDIANA	PARKE	2	0	0				
1198450	5475598	2005	August	200508	16	1540	8/16/05 15:40	200508	16	1540	8/16/05 15:40	Lightning	Lightning	GEORGIA	CHATTAHOOCHEE	19	0	0				
1197144	5469540	2005	August	200508	27	1456	8/27/05 14:56	200508	27	1456	8/27/05 14:56	Rip Current	Surf / Tide / Tsunami	MICHIGAN	BERRIEN	0	1	0				
1197522	5469263	2005	August	200508	14	1700	8/14/05 17:00	200508	14	1700	8/14/05 17:00	Rip Current	Surf / Tide / Tsunami	NEW YORK	NASSAU	0	1	0				
1198432	5471469	2005	August	200508	29	800	8/29/05 8:00	200508	29	2330	8/29/05 23:30	Hurricane (Typhoon)	Tropical Vortex	MISSISSIPPI	RANKIN	40	0	3.20E+07				
1198432	5471470	2005	August	200508	29	800	8/29/05 8:00	200508	29	2330	8/29/05 23:30	Hurricane (Typhoon)	Tropical Vortex	MISSISSIPPI	SCOTT	0	0	1.40E+07				
1198432	5471471	2005	August	200508	29	800	8/29/05 8:00	200508	29	2330	8/29/05 23:30	Hurricane (Typhoon)	Tropical Vortex	MISSISSIPPI	SHARKEY	0	0	1040000				
1198432	5471472	2005	August	200508	29	800	8/29/05 8:00	200508	29	2330	8/29/05 23:30	Hurricane (Typhoon)	Tropical Vortex	MISSISSIPPI	SIMPSON	0	1	1.40E+07				
1198432	5472250	2005	August	200508	29	800	8/29/05 8:00	200508	29	2330	8/29/05 23:30	Hurricane (Typhoon)	Tropical Vortex	MISSISSIPPI	NESHOBA	0	0	1.50E+07				
1198432	5472251	2005	August	200508	29	800	8/29/05 8:00	200508	29	2330	8/29/05 23:30	Hurricane (Typhoon)	Tropical Vortex	MISSISSIPPI	NEWTON	2	0	1.50E+07				
1198432	5472230	2005	August	200508	29	800	8/29/05 8:00	200508	29	2330	8/29/05 23:30	Hurricane (Typhoon)	Tropical Vortex	MISSISSIPPI	GRENADA	4	0	0				
1198432	5472231	2005	August	200508	29	800	8/29/05 8:00	200508	29	2330	8/29/05 23:30	Hurricane (Typhoon)	Tropical Vortex	MISSISSIPPI	HINDS	0	1	5.20E+07				
1198432	5472233	2005	August	200508	29	800	8/29/05 8:00	200508	29	2330	8/29/05 23:30	Hurricane (Typhoon)	Tropical Vortex	MISSISSIPPI	HUMPHREYS	0	0	8050000				
1198432	5472234	2005	August	200508	29	800	8/29/05 8:00	200508	29	2330	8/29/05 23:30	Hurricane (Typhoon)	Tropical Vortex	MISSISSIPPI	ISSAQUENA	0	0	1020000				
1198432	5472235	2005	August	200508	29	800	8/29/05 8:00	200508	29	2330	8/29/05 23:30	Hurricane (Typhoon)	Tropical Vortex	MISSISSIPPI	JASPER	2	0	2.00E+07				
1198432	5472236	2005	August	200508	29	800	8/29/05 8:00	200508	29	2330	8/29/05 23:30	Hurricane (Typhoon)	Tropical Vortex	MISSISSIPPI	JEFFERSON	0	0	4.00E+06				
1198432	5472241	2005	August	200508	29	800	8/29/05 8:00	200508	29	2330	8/29/05 23:30	Hurricane (Typhoon)	Tropical Vortex	MISSISSIPPI	LAUDERDALE	10	1	5.00E+07				
1198432	5472242	2005	August	200508	29	800	8/29/05 8:00	200508	29	2330	8/29/05 23:30	Hurricane (Typhoon)	Tropical Vortex	MISSISSIPPI	LAWRENCE	0	0	1.40E+07				
1198432	5472243	2005	August	200508	29	800	8/29/05 8:00	200508	29	2330	8/29/05 23:30	Hurricane (Typhoon)	Tropical Vortex	MISSISSIPPI	LEAKE	0	1	1.30E+07				
1198432	5472245	2005	August	200508	29	800	8/29/05 8:00	200508	29	2330	8/29/05 23:30	Hurricane (Typhoon)	Tropical Vortex	MISSISSIPPI	LINCOLN	0	0	1.30E+07				
1198432	5471467	2005	August	200508	29	800	8/29/05 8:00	200508	29	2330	8/29/05 23:30	Hurricane (Typhoon)	Tropical Vortex	MISSISSIPPI	NOXUBEE	0	0	4.00E+06				
1198432	5471468	2005	August	200508	29	800	8/29/05 8:00	200508	29	2330	8/29/05 23:30	Hurricane (Typhoon)	Tropical Vortex	MISSISSIPPI	OKTIBBEHA	0	0	1.10E+07				
1198432	5472247	2005	August	200508	29	800	8/29/05 8:00	200508	29	2330	8/29/05 23:30	Hurricane (Typhoon)	Tropical Vortex	MISSISSIPPI	MADISON	0	0	2.70E+07				
1198431	5471119	2005	August	200508	29	1100	8/29/05 11:00	200508	29	2100	8/29/05 21:00	Hurricane (Typhoon)	Tropical Vortex	LOUISIANA	RICHLAND	0	0	5020000				
1198430	5471112	2005	August	200508	29	1300	8/29/05 13:00	200508	29	2200	8/29/05 22:00	Hurricane (Typhoon)	Tropical Vortex	ARKANSAS	CHICOT	0	0	5020000				
1198431	5471113	2005	August	200508	29	1100	8/29/05 11:00	200508	29	2100	8/29/05 21:00	Hurricane (Typhoon)	Tropical Vortex	LOUISIANA	CATAHOULA	0	0	1020000				
1198431	5471115	2005	August	200508	29	1100	8/29/05 11:00	200508	29	2100	8/29/05 21:00	Hurricane (Typhoon)	Tropical Vortex	LOUISIANA	EAST CARROLL	0	0	3040000				
1198431	5471116	2005	August	200508	29	1100	8/29/05 11:00	200508	29	2100	8/29/05 21:00	Hurricane (Typhoon)	Tropical Vortex	LOUISIANA	FRANKLIN	0	0	3020000				
1198432	5472237	2005	August	200508	29	800	8/29/05 8:00	200508	29	2330	8/29/05 23:30	Hurricane (Typhoon)	Tropical Vortex	MISSISSIPPI	JEFFERSON DAVIS	0	0	1.60E+07				
1198432	5472238	2005	August	200508	29	800	8/29/05 8:00	200508	29	2330	8/29/05 23:30	Hurricane (Typhoon)	Tropical Vortex	MISSISSIPPI	JONES	0	10	8.30E+07				
1198432	5472239	2005	August	200508	29	800	8/29/05 8:00	200508	29	2330	8/29/05 23:30	Hurricane (Typhoon)	Tropical Vortex	MISSISSIPPI	KEMPER	2	0	1.30E+07				
1198432	5472240	2005	August	200508	29	800	8/29/05 8:00	200508	29	2330	8/29/05 23:30	Hurricane (Typhoon)	Tropical Vortex	MISSISSIPPI	LAMAR	10	0	4.80E+07				
1198432	5472222	2005	August	200508	29	800	8/29/05 8:00	200508	29	2330	8/29/05 23:30	Hurricane (Typhoon)	Tropical Vortex	MISSISSIPPI	CHOCTAW	0	0	8.00E+06				
1198432	5472223	2005	August	200508	29	800	8/29/05 8:00	200508	29	2330	8/29/05 23:30	Hurricane (Typhoon)	Tropical Vortex	MISSISSIPPI	CLAIBORNE	0	0	3.00E+06				
1198432	5472224	2005	August	200508	29	800	8/29/05 8:00	200508	29	2330	8/29/05 23:30	Hurricane (Typhoon)	Tropical Vortex	MISSISSIPPI	CLARKE	0	0	1.40E+07				
1198432	5472226	2005	August	200508	29	800	8/29/05 8:00	200508	29	2330	8/29/05 23:30	Hurricane (Typhoon)	Tropical Vortex	MISSISSIPPI	COPIAH	20	0	1.10E+07				
1198432	5472227	2005	August	200508	29	800	8/29/05 8:00	200508	29	2330	8/29/05 23:30	Hurricane (Typhoon)	Tropical Vortex	MISSISSIPPI	COVINGTON	10	0	2.50E+07				
1198432	5472228	2005	August	200508	29	800	8/29/05 8:00	200508	29	2330	8/29/05 23:30	Hurricane (Typhoon)	Tropical Vortex	MISSISSIPPI	FORREST	0	0	8.40E+07				
1198432	5472229	2005	August	200508	29	800	8/29/05 8:00	200508	29	2330	8/29/05 23:30	Hurricane (Typhoon)	Tropical Vortex	MISSISSIPPI	FRANKLIN	0	0	2050000				
1198432	5471473	2005	August	200508	29	800	8/29/05 8:00	200508	29	2330	8/29/05 23:30	Hurricane (Typhoon)	Tropical Vortex	MISSISSIPPI	SMITH	0	0	1.50E+07				
1198432	5471474	2005	August	200508	29	800	8/29/05 8:00	200508	29	2330	8/29/05 23:30	Hurricane (Typhoon)	Tropical Vortex	MISSISSIPPI	SUNFLOWER	0	0	5050000				
1198432	5471475	2005	August	200508	29	800	8/29/05 8:00	200508	29	2330	8/29/05 23:30	Hurricane (Typhoon)	Tropical Vortex	MISSISSIPPI	WARREN	0	1	1.20E+07				
1198432	5471476	2005	August	200508	29	800	8/29/05 8:00	200508	29	2330	8/29/05 23:30	Hurricane (Typhoon)	Tropical Vortex	MISSISSIPPI	WASHINGTON	0	0	8050000				
1198432	5471478	2005	August	200508	29	800	8/29/05 8:00	200508	29	2330	8/29/05 23:30	Hurricane (Typhoon)	Tropical Vortex	MISSISSIPPI	WINSTON	1	0	9.00E+06				
1198432	5471479	2005	August	200508	29	800	8/29/05 8:00	200508	29	2330	8/29/05 23:30	Hurricane (Typhoon)	Tropical Vortex	MISSISSIPPI	YAZOO	0	0	3.00E+06				
1198432	5472246	2005	August	200508	29	800	8/29/05 8:00	200508	29	2330	8/29/05 23:30	Hurricane (Typhoon)	Tropical Vortex	MISSISSIPPI	LOWNDES	0	0	1.10E+07				
